video_id,split,label,frame_dir,audio_path
aaadulthealth_7265173082145295634,train,Adult Content,D:\ARYAN 3RD YEAR\SEM 6\MAJOR PROJECT\Multimodal_Content_Moderation\preprocessing\..\datasets\TikHarm_frames_16\train\Adult Content\aaadulthealth_7265173082145295634,D:\ARYAN 3RD YEAR\SEM 6\MAJOR PROJECT\Multimodal_Content_Moderation\preprocessing\..\datasets\TikHarm_audio\train\Adult Content\aaadulthealth_7265173082145295634.wav
abbies.luck_7248443415472377096,train,Adult Content,D:\ARYAN 3RD YEAR\SEM 6\MAJOR PROJECT\Multimodal_Content_Moderation\preprocessing\..\datasets\TikHarm_frames_16\train\Adult Content\abbies.luck_7248443415472377096,D:\ARYAN 3RD YEAR\SEM 6\MAJOR PROJECT\Multimodal_Content_Moderation\preprocessing\..\datasets\TikHarm_audio\train\Adult Content\abbies.luck_7248443415472377096.wav
actress.lanhuong_7341244326720113938,train,Adult Content,D:\ARYAN 3RD YEAR\SEM 6\MAJOR PROJECT\Multimodal_Content_Moderation\preprocessing\..\datasets\TikHarm_frames_16\train\Adult Content\actress.lanhuong_7341244326720113938,D:\ARYAN 3RD YEAR\SEM 6\MAJOR PROJECT\Multimodal_Content_Moderation\preprocessing\..\datasets\TikHarm_audio\train\Adult Content\actress.lanhuong_7341244326720113938.wav
akytube231206_6948939267137670402,train,Adult Content,D:\ARYAN 3RD YEAR\SEM 6\MAJOR PROJECT\Multimodal_Content_Moderation\preprocessing\..\datasets\TikHarm_frames_16\train\Adult Content\akytube231206_6948939267137670402,D:\ARYAN 3RD YEAR\SEM 6\MAJOR PROJECT\Multimodal_Content_Moderation\preprocessing\..\datasets\TikHarm_audio\train\Adult Content\akytube231206_6948939267137670402.wav
alalanka_6960360541252553990,train,Adult Content,D:\ARYAN 3RD YEAR\SEM 6\MAJOR PROJECT\Multimodal_Content_Moderation\preprocessing\..\datasets\TikHarm_frames_16\train\Adult Content\alalanka_6960360541252553990,D:\ARYAN 3RD YEAR\SEM 6\MAJOR PROJECT\Multimodal_Content_Moderation\preprocessing\..\datasets\TikHarm_audio\train\Adult Content\alalanka_6960360541252553990.wav
aleks.sn_7321082945224084768,train,Adult Content,D:\ARYAN 3RD YEAR\SEM 6\MAJOR PROJECT\Multimodal_Content_Moderation\preprocessing\..\datasets\TikHarm_frames_16\train\Adult Content\aleks.sn_7321082945224084768,D:\ARYAN 3RD YEAR\SEM 6\MAJOR PROJECT\Multimodal_Content_Moderation\preprocessing\..\datasets\TikHarm_audio\train\Adult Content\aleks.sn_7321082945224084768.wav
aleks.sn_7348451627688267041,train,Adult Content,D:\ARYAN 3RD YEAR\SEM 6\MAJOR PROJECT\Multimodal_Content_Moderation\preprocessing\..\datasets\TikHarm_frames_16\train\Adult Content\aleks.sn_7348451627688267041,D:\ARYAN 3RD YEAR\SEM 6\MAJOR PROJECT\Multimodal_Content_Moderation\preprocessing\..\datasets\TikHarm_audio\train\Adult Content\aleks.sn_7348451627688267041.wav
aliyevasim_7193744396246977794,train,Adult Content,D:\ARYAN 3RD YEAR\SEM 6\MAJOR PROJECT\Multimodal_Content_Moderation\preprocessing\..\datasets\TikHarm_frames_16\train\Adult Content\aliyevasim_7193744396246977794,D:\ARYAN 3RD YEAR\SEM 6\MAJOR PROJECT\Multimodal_Content_Moderation\preprocessing\..\datasets\TikHarm_audio\train\Adult Content\aliyevasim_7193744396246977794.wav
allaboutmikeworld_7343681661374156037,train,Adult Content,D:\ARYAN 3RD YEAR\SEM 6\MAJOR PROJECT\Multimodal_Content_Moderation\preprocessing\..\datasets\TikHarm_frames_16\train\Adult Content\allaboutmikeworld_7343681661374156037,D:\ARYAN 3RD YEAR\SEM 6\MAJOR PROJECT\Multimodal_Content_Moderation\preprocessing\..\datasets\TikHarm_audio\train\Adult Content\allaboutmikeworld_7343681661374156037.wav
ameliamckeever__7197505728708381957,train,Adult Content,D:\ARYAN 3RD YEAR\SEM 6\MAJOR PROJECT\Multimodal_Content_Moderation\preprocessing\..\datasets\TikHarm_frames_16\train\Adult Content\ameliamckeever__7197505728708381957,D:\ARYAN 3RD YEAR\SEM 6\MAJOR PROJECT\Multimodal_Content_Moderation\preprocessing\..\datasets\TikHarm_audio\train\Adult Content\ameliamckeever__7197505728708381957.wav
andykhan050590_7260425750887550216,train,Adult Content,D:\ARYAN 3RD YEAR\SEM 6\MAJOR PROJECT\Multimodal_Content_Moderation\preprocessing\..\datasets\TikHarm_frames_16\train\Adult Content\andykhan050590_7260425750887550216,D:\ARYAN 3RD YEAR\SEM 6\MAJOR PROJECT\Multimodal_Content_Moderation\preprocessing\..\datasets\TikHarm_audio\train\Adult Content\andykhan050590_7260425750887550216.wav
anhaili_7228475497708080389,train,Adult Content,D:\ARYAN 3RD YEAR\SEM 6\MAJOR PROJECT\Multimodal_Content_Moderation\preprocessing\..\datasets\TikHarm_frames_16\train\Adult Content\anhaili_7228475497708080389,D:\ARYAN 3RD YEAR\SEM 6\MAJOR PROJECT\Multimodal_Content_Moderation\preprocessing\..\datasets\TikHarm_audio\train\Adult Content\anhaili_7228475497708080389.wav
anhthu10054_7350505174768602376,train,Adult Content,D:\ARYAN 3RD YEAR\SEM 6\MAJOR PROJECT\Multimodal_Content_Moderation\preprocessing\..\datasets\TikHarm_frames_16\train\Adult Content\anhthu10054_7350505174768602376,D:\ARYAN 3RD YEAR\SEM 6\MAJOR PROJECT\Multimodal_Content_Moderation\preprocessing\..\datasets\TikHarm_audio\train\Adult Content\anhthu10054_7350505174768602376.wav
animes0012_6964172083936890118,train,Adult Content,D:\ARYAN 3RD YEAR\SEM 6\MAJOR PROJECT\Multimodal_Content_Moderation\preprocessing\..\datasets\TikHarm_frames_16\train\Adult Content\animes0012_6964172083936890118,D:\ARYAN 3RD YEAR\SEM 6\MAJOR PROJECT\Multimodal_Content_Moderation\preprocessing\..\datasets\TikHarm_audio\train\Adult Content\animes0012_6964172083936890118.wav
animesu_09_7050996196701359407,train,Adult Content,D:\ARYAN 3RD YEAR\SEM 6\MAJOR PROJECT\Multimodal_Content_Moderation\preprocessing\..\datasets\TikHarm_frames_16\train\Adult Content\animesu_09_7050996196701359407,D:\ARYAN 3RD YEAR\SEM 6\MAJOR PROJECT\Multimodal_Content_Moderation\preprocessing\..\datasets\TikHarm_audio\train\Adult Content\animesu_09_7050996196701359407.wav
anime_eccworld_7103275220684901638,train,Adult Content,D:\ARYAN 3RD YEAR\SEM 6\MAJOR PROJECT\Multimodal_Content_Moderation\preprocessing\..\datasets\TikHarm_frames_16\train\Adult Content\anime_eccworld_7103275220684901638,D:\ARYAN 3RD YEAR\SEM 6\MAJOR PROJECT\Multimodal_Content_Moderation\preprocessing\..\datasets\TikHarm_audio\train\Adult Content\anime_eccworld_7103275220684901638.wav
anime_sempai_01_6982614704376073478,train,Adult Content,D:\ARYAN 3RD YEAR\SEM 6\MAJOR PROJECT\Multimodal_Content_Moderation\preprocessing\..\datasets\TikHarm_frames_16\train\Adult Content\anime_sempai_01_6982614704376073478,D:\ARYAN 3RD YEAR\SEM 6\MAJOR PROJECT\Multimodal_Content_Moderation\preprocessing\..\datasets\TikHarm_audio\train\Adult Content\anime_sempai_01_6982614704376073478.wav
an_than_chi_thuat__7282766653425798402,train,Adult Content,D:\ARYAN 3RD YEAR\SEM 6\MAJOR PROJECT\Multimodal_Content_Moderation\preprocessing\..\datasets\TikHarm_frames_16\train\Adult Content\an_than_chi_thuat__7282766653425798402,D:\ARYAN 3RD YEAR\SEM 6\MAJOR PROJECT\Multimodal_Content_Moderation\preprocessing\..\datasets\TikHarm_audio\train\Adult Content\an_than_chi_thuat__7282766653425798402.wav
arkmush_7060184323189673222,train,Adult Content,D:\ARYAN 3RD YEAR\SEM 6\MAJOR PROJECT\Multimodal_Content_Moderation\preprocessing\..\datasets\TikHarm_frames_16\train\Adult Content\arkmush_7060184323189673222,D:\ARYAN 3RD YEAR\SEM 6\MAJOR PROJECT\Multimodal_Content_Moderation\preprocessing\..\datasets\TikHarm_audio\train\Adult Content\arkmush_7060184323189673222.wav
art_luxury_7210873663283875078,train,Adult Content,D:\ARYAN 3RD YEAR\SEM 6\MAJOR PROJECT\Multimodal_Content_Moderation\preprocessing\..\datasets\TikHarm_frames_16\train\Adult Content\art_luxury_7210873663283875078,D:\ARYAN 3RD YEAR\SEM 6\MAJOR PROJECT\Multimodal_Content_Moderation\preprocessing\..\datasets\TikHarm_audio\train\Adult Content\art_luxury_7210873663283875078.wav
ayano_tempest2_7072378618894208282,train,Adult Content,D:\ARYAN 3RD YEAR\SEM 6\MAJOR PROJECT\Multimodal_Content_Moderation\preprocessing\..\datasets\TikHarm_frames_16\train\Adult Content\ayano_tempest2_7072378618894208282,D:\ARYAN 3RD YEAR\SEM 6\MAJOR PROJECT\Multimodal_Content_Moderation\preprocessing\..\datasets\TikHarm_audio\train\Adult Content\ayano_tempest2_7072378618894208282.wav
babiiii_mild_7373223639543549200,train,Adult Content,D:\ARYAN 3RD YEAR\SEM 6\MAJOR PROJECT\Multimodal_Content_Moderation\preprocessing\..\datasets\TikHarm_frames_16\train\Adult Content\babiiii_mild_7373223639543549200,D:\ARYAN 3RD YEAR\SEM 6\MAJOR PROJECT\Multimodal_Content_Moderation\preprocessing\..\datasets\TikHarm_audio\train\Adult Content\babiiii_mild_7373223639543549200.wav
babiiii_mild_7373960082188537089,train,Adult Content,D:\ARYAN 3RD YEAR\SEM 6\MAJOR PROJECT\Multimodal_Content_Moderation\preprocessing\..\datasets\TikHarm_frames_16\train\Adult Content\babiiii_mild_7373960082188537089,D:\ARYAN 3RD YEAR\SEM 6\MAJOR PROJECT\Multimodal_Content_Moderation\preprocessing\..\datasets\TikHarm_audio\train\Adult Content\babiiii_mild_7373960082188537089.wav
babycutegirl1111_7352663679709547777,train,Adult Content,D:\ARYAN 3RD YEAR\SEM 6\MAJOR PROJECT\Multimodal_Content_Moderation\preprocessing\..\datasets\TikHarm_frames_16\train\Adult Content\babycutegirl1111_7352663679709547777,D:\ARYAN 3RD YEAR\SEM 6\MAJOR PROJECT\Multimodal_Content_Moderation\preprocessing\..\datasets\TikHarm_audio\train\Adult Content\babycutegirl1111_7352663679709547777.wav
babyy.but_7365523650461584641,train,Adult Content,D:\ARYAN 3RD YEAR\SEM 6\MAJOR PROJECT\Multimodal_Content_Moderation\preprocessing\..\datasets\TikHarm_frames_16\train\Adult Content\babyy.but_7365523650461584641,D:\ARYAN 3RD YEAR\SEM 6\MAJOR PROJECT\Multimodal_Content_Moderation\preprocessing\..\datasets\TikHarm_audio\train\Adult Content\babyy.but_7365523650461584641.wav
badboyschicago_7308826952037584174,train,Adult Content,D:\ARYAN 3RD YEAR\SEM 6\MAJOR PROJECT\Multimodal_Content_Moderation\preprocessing\..\datasets\TikHarm_frames_16\train\Adult Content\badboyschicago_7308826952037584174,D:\ARYAN 3RD YEAR\SEM 6\MAJOR PROJECT\Multimodal_Content_Moderation\preprocessing\..\datasets\TikHarm_audio\train\Adult Content\badboyschicago_7308826952037584174.wav
badboyschicago_7309313895003360555,train,Adult Content,D:\ARYAN 3RD YEAR\SEM 6\MAJOR PROJECT\Multimodal_Content_Moderation\preprocessing\..\datasets\TikHarm_frames_16\train\Adult Content\badboyschicago_7309313895003360555,D:\ARYAN 3RD YEAR\SEM 6\MAJOR PROJECT\Multimodal_Content_Moderation\preprocessing\..\datasets\TikHarm_audio\train\Adult Content\badboyschicago_7309313895003360555.wav
baonhisinhlynam_7101217200924609819,train,Adult Content,D:\ARYAN 3RD YEAR\SEM 6\MAJOR PROJECT\Multimodal_Content_Moderation\preprocessing\..\datasets\TikHarm_frames_16\train\Adult Content\baonhisinhlynam_7101217200924609819,D:\ARYAN 3RD YEAR\SEM 6\MAJOR PROJECT\Multimodal_Content_Moderation\preprocessing\..\datasets\TikHarm_audio\train\Adult Content\baonhisinhlynam_7101217200924609819.wav
barbie.kimlee_7121351940004416774,train,Adult Content,D:\ARYAN 3RD YEAR\SEM 6\MAJOR PROJECT\Multimodal_Content_Moderation\preprocessing\..\datasets\TikHarm_frames_16\train\Adult Content\barbie.kimlee_7121351940004416774,D:\ARYAN 3RD YEAR\SEM 6\MAJOR PROJECT\Multimodal_Content_Moderation\preprocessing\..\datasets\TikHarm_audio\train\Adult Content\barbie.kimlee_7121351940004416774.wav
barclubthex_7246762325208845574,train,Adult Content,D:\ARYAN 3RD YEAR\SEM 6\MAJOR PROJECT\Multimodal_Content_Moderation\preprocessing\..\datasets\TikHarm_frames_16\train\Adult Content\barclubthex_7246762325208845574,D:\ARYAN 3RD YEAR\SEM 6\MAJOR PROJECT\Multimodal_Content_Moderation\preprocessing\..\datasets\TikHarm_audio\train\Adult Content\barclubthex_7246762325208845574.wav
basedonblue_7377621043566988565,train,Adult Content,D:\ARYAN 3RD YEAR\SEM 6\MAJOR PROJECT\Multimodal_Content_Moderation\preprocessing\..\datasets\TikHarm_frames_16\train\Adult Content\basedonblue_7377621043566988565,D:\ARYAN 3RD YEAR\SEM 6\MAJOR PROJECT\Multimodal_Content_Moderation\preprocessing\..\datasets\TikHarm_audio\train\Adult Content\basedonblue_7377621043566988565.wav
basedonblue_7382977073930931477,train,Adult Content,D:\ARYAN 3RD YEAR\SEM 6\MAJOR PROJECT\Multimodal_Content_Moderation\preprocessing\..\datasets\TikHarm_frames_16\train\Adult Content\basedonblue_7382977073930931477,D:\ARYAN 3RD YEAR\SEM 6\MAJOR PROJECT\Multimodal_Content_Moderation\preprocessing\..\datasets\TikHarm_audio\train\Adult Content\basedonblue_7382977073930931477.wav
beatvn_official_7371356129026215186,train,Adult Content,D:\ARYAN 3RD YEAR\SEM 6\MAJOR PROJECT\Multimodal_Content_Moderation\preprocessing\..\datasets\TikHarm_frames_16\train\Adult Content\beatvn_official_7371356129026215186,D:\ARYAN 3RD YEAR\SEM 6\MAJOR PROJECT\Multimodal_Content_Moderation\preprocessing\..\datasets\TikHarm_audio\train\Adult Content\beatvn_official_7371356129026215186.wav
beautyflop_7249340177376709893,train,Adult Content,D:\ARYAN 3RD YEAR\SEM 6\MAJOR PROJECT\Multimodal_Content_Moderation\preprocessing\..\datasets\TikHarm_frames_16\train\Adult Content\beautyflop_7249340177376709893,D:\ARYAN 3RD YEAR\SEM 6\MAJOR PROJECT\Multimodal_Content_Moderation\preprocessing\..\datasets\TikHarm_audio\train\Adult Content\beautyflop_7249340177376709893.wav
beautypageant_vn_7324102497809779969,train,Adult Content,D:\ARYAN 3RD YEAR\SEM 6\MAJOR PROJECT\Multimodal_Content_Moderation\preprocessing\..\datasets\TikHarm_frames_16\train\Adult Content\beautypageant_vn_7324102497809779969,D:\ARYAN 3RD YEAR\SEM 6\MAJOR PROJECT\Multimodal_Content_Moderation\preprocessing\..\datasets\TikHarm_audio\train\Adult Content\beautypageant_vn_7324102497809779969.wav
bebibebi196196_7268272108961090821,train,Adult Content,D:\ARYAN 3RD YEAR\SEM 6\MAJOR PROJECT\Multimodal_Content_Moderation\preprocessing\..\datasets\TikHarm_frames_16\train\Adult Content\bebibebi196196_7268272108961090821,D:\ARYAN 3RD YEAR\SEM 6\MAJOR PROJECT\Multimodal_Content_Moderation\preprocessing\..\datasets\TikHarm_audio\train\Adult Content\bebibebi196196_7268272108961090821.wav
bechow1702_7335691977687600386,train,Adult Content,D:\ARYAN 3RD YEAR\SEM 6\MAJOR PROJECT\Multimodal_Content_Moderation\preprocessing\..\datasets\TikHarm_frames_16\train\Adult Content\bechow1702_7335691977687600386,D:\ARYAN 3RD YEAR\SEM 6\MAJOR PROJECT\Multimodal_Content_Moderation\preprocessing\..\datasets\TikHarm_audio\train\Adult Content\bechow1702_7335691977687600386.wav
bechuotbach14_7299827710157786376,train,Adult Content,D:\ARYAN 3RD YEAR\SEM 6\MAJOR PROJECT\Multimodal_Content_Moderation\preprocessing\..\datasets\TikHarm_frames_16\train\Adult Content\bechuotbach14_7299827710157786376,D:\ARYAN 3RD YEAR\SEM 6\MAJOR PROJECT\Multimodal_Content_Moderation\preprocessing\..\datasets\TikHarm_audio\train\Adult Content\bechuotbach14_7299827710157786376.wav
befoxdancestudio_7276433187746761985,train,Adult Content,D:\ARYAN 3RD YEAR\SEM 6\MAJOR PROJECT\Multimodal_Content_Moderation\preprocessing\..\datasets\TikHarm_frames_16\train\Adult Content\befoxdancestudio_7276433187746761985,D:\ARYAN 3RD YEAR\SEM 6\MAJOR PROJECT\Multimodal_Content_Moderation\preprocessing\..\datasets\TikHarm_audio\train\Adult Content\befoxdancestudio_7276433187746761985.wav
beil4ik_7215352444996324609,train,Adult Content,D:\ARYAN 3RD YEAR\SEM 6\MAJOR PROJECT\Multimodal_Content_Moderation\preprocessing\..\datasets\TikHarm_frames_16\train\Adult Content\beil4ik_7215352444996324609,D:\ARYAN 3RD YEAR\SEM 6\MAJOR PROJECT\Multimodal_Content_Moderation\preprocessing\..\datasets\TikHarm_audio\train\Adult Content\beil4ik_7215352444996324609.wav
bentreshop08_7252163534866386182,train,Adult Content,D:\ARYAN 3RD YEAR\SEM 6\MAJOR PROJECT\Multimodal_Content_Moderation\preprocessing\..\datasets\TikHarm_frames_16\train\Adult Content\bentreshop08_7252163534866386182,D:\ARYAN 3RD YEAR\SEM 6\MAJOR PROJECT\Multimodal_Content_Moderation\preprocessing\..\datasets\TikHarm_audio\train\Adult Content\bentreshop08_7252163534866386182.wav
benvisdang_7312328760622140679,train,Adult Content,D:\ARYAN 3RD YEAR\SEM 6\MAJOR PROJECT\Multimodal_Content_Moderation\preprocessing\..\datasets\TikHarm_frames_16\train\Adult Content\benvisdang_7312328760622140679,D:\ARYAN 3RD YEAR\SEM 6\MAJOR PROJECT\Multimodal_Content_Moderation\preprocessing\..\datasets\TikHarm_audio\train\Adult Content\benvisdang_7312328760622140679.wav
bewtt_yy_7365849575963282705,train,Adult Content,D:\ARYAN 3RD YEAR\SEM 6\MAJOR PROJECT\Multimodal_Content_Moderation\preprocessing\..\datasets\TikHarm_frames_16\train\Adult Content\bewtt_yy_7365849575963282705,D:\ARYAN 3RD YEAR\SEM 6\MAJOR PROJECT\Multimodal_Content_Moderation\preprocessing\..\datasets\TikHarm_audio\train\Adult Content\bewtt_yy_7365849575963282705.wav
bewtt_yy_7366220837743021329,train,Adult Content,D:\ARYAN 3RD YEAR\SEM 6\MAJOR PROJECT\Multimodal_Content_Moderation\preprocessing\..\datasets\TikHarm_frames_16\train\Adult Content\bewtt_yy_7366220837743021329,D:\ARYAN 3RD YEAR\SEM 6\MAJOR PROJECT\Multimodal_Content_Moderation\preprocessing\..\datasets\TikHarm_audio\train\Adult Content\bewtt_yy_7366220837743021329.wav
be_cuong_oni_7346040627492113665,train,Adult Content,D:\ARYAN 3RD YEAR\SEM 6\MAJOR PROJECT\Multimodal_Content_Moderation\preprocessing\..\datasets\TikHarm_frames_16\train\Adult Content\be_cuong_oni_7346040627492113665,D:\ARYAN 3RD YEAR\SEM 6\MAJOR PROJECT\Multimodal_Content_Moderation\preprocessing\..\datasets\TikHarm_audio\train\Adult Content\be_cuong_oni_7346040627492113665.wav
bichthao2kkk_7236969476254649606,train,Adult Content,D:\ARYAN 3RD YEAR\SEM 6\MAJOR PROJECT\Multimodal_Content_Moderation\preprocessing\..\datasets\TikHarm_frames_16\train\Adult Content\bichthao2kkk_7236969476254649606,D:\ARYAN 3RD YEAR\SEM 6\MAJOR PROJECT\Multimodal_Content_Moderation\preprocessing\..\datasets\TikHarm_audio\train\Adult Content\bichthao2kkk_7236969476254649606.wav
bietchua_0_7263085547994811650,train,Adult Content,D:\ARYAN 3RD YEAR\SEM 6\MAJOR PROJECT\Multimodal_Content_Moderation\preprocessing\..\datasets\TikHarm_frames_16\train\Adult Content\bietchua_0_7263085547994811650,D:\ARYAN 3RD YEAR\SEM 6\MAJOR PROJECT\Multimodal_Content_Moderation\preprocessing\..\datasets\TikHarm_audio\train\Adult Content\bietchua_0_7263085547994811650.wav
blogtamsu.songkhoe_7179173001366080769,train,Adult Content,D:\ARYAN 3RD YEAR\SEM 6\MAJOR PROJECT\Multimodal_Content_Moderation\preprocessing\..\datasets\TikHarm_frames_16\train\Adult Content\blogtamsu.songkhoe_7179173001366080769,D:\ARYAN 3RD YEAR\SEM 6\MAJOR PROJECT\Multimodal_Content_Moderation\preprocessing\..\datasets\TikHarm_audio\train\Adult Content\blogtamsu.songkhoe_7179173001366080769.wav
blur.bu_7294175747558690053,train,Adult Content,D:\ARYAN 3RD YEAR\SEM 6\MAJOR PROJECT\Multimodal_Content_Moderation\preprocessing\..\datasets\TikHarm_frames_16\train\Adult Content\blur.bu_7294175747558690053,D:\ARYAN 3RD YEAR\SEM 6\MAJOR PROJECT\Multimodal_Content_Moderation\preprocessing\..\datasets\TikHarm_audio\train\Adult Content\blur.bu_7294175747558690053.wav
blur.bu_7312378996103105797,train,Adult Content,D:\ARYAN 3RD YEAR\SEM 6\MAJOR PROJECT\Multimodal_Content_Moderation\preprocessing\..\datasets\TikHarm_frames_16\train\Adult Content\blur.bu_7312378996103105797,D:\ARYAN 3RD YEAR\SEM 6\MAJOR PROJECT\Multimodal_Content_Moderation\preprocessing\..\datasets\TikHarm_audio\train\Adult Content\blur.bu_7312378996103105797.wav
bocubin.review_7236039466249489669,train,Adult Content,D:\ARYAN 3RD YEAR\SEM 6\MAJOR PROJECT\Multimodal_Content_Moderation\preprocessing\..\datasets\TikHarm_frames_16\train\Adult Content\bocubin.review_7236039466249489669,D:\ARYAN 3RD YEAR\SEM 6\MAJOR PROJECT\Multimodal_Content_Moderation\preprocessing\..\datasets\TikHarm_audio\train\Adult Content\bocubin.review_7236039466249489669.wav
